id,date,user,pc,activity
{B4M2-B1CE43WE-8377SPMC},01-04-2010 08:18,JAH0311,PC-7277,Logon
{X0J9-N7GC10VQ-4986XSHC},01-04-2010 18:26,JAH0311,PC-7277,Logoff
{F0S5-M5JG86WI-5455PMSZ},01-04-2010 07:19,CPF0312,PC-2077,Logon
{L1U1-K2OW94QD-9731YFXX},01-04-2010 15:29,CPF0312,PC-2077,Logoff
{F2P2-J7HL62MI-9247KLMQ},01-04-2010 07:06,BJO0313,PC-7786,Logon
{N5L2-I2DM62MH-1158XPFG},01-04-2010 12:33,BJO0313,PC-7786,Logon
{A5L4-P9GX57SX-2077FQNG},01-04-2010 18:10,BJO0313,PC-7786,Logoff
{N4Q4-U0CC28YK-8452YGYT},01-04-2010 06:44,HAS0314,PC-0399,Logon
{X2C1-Y3RR44PS-4027IFMY},01-04-2010 11:08,HAS0314,PC-0399,Logon
{O5N2-N1FE43BT-6426KUUF},01-04-2010 15:31,HAS0314,PC-0399,Logoff
{K2X8-B5QH97RF-8517NSFZ},01-04-2010 07:59,IMS0315,PC-1877,Logon
{B9T9-U0YK73SN-0600NEIK},01-04-2010 16:31,IMS0315,PC-1877,Logoff
{M9X1-L8MS41MD-0517HXNP},01-04-2010 07:52,JJJ0316,PC-2831,Logon
{W8X8-V0UD32LI-6909GIQX},01-04-2010 17:43,JJJ0316,PC-2831,Logoff
{N4V2-Z4TS50OY-7162GWNT},01-04-2010 08:59,POC0317,PC-8918,Logon
{C9W2-G7DD12JG-5731INUS},01-04-2010 09:50,POC0317,PC-6461,Logon
{F9L3-R3QA76VT-6441BQEM},01-04-2010 10:05,POC0317,PC-6461,Logoff
{L9Q4-C4QV57QJ-3616HLES},01-04-2010 20:00,POC0317,PC-8918,Logoff
{M1L0-H6UL92QV-3208JSZO},01-04-2010 06:34,STS0318,PC-9047,Logon
{L4T2-B5GF13FM-5414CYIQ},01-04-2010 06:35,STS0318,PC-7031,Logon
{U2S6-C0KC96HH-5572YJID},01-04-2010 07:29,STS0318,PC-7031,Logoff
{K4S3-E2TS84KG-9395SRPD},01-04-2010 11:06,STS0318,PC-9047,Logon
{A4Q1-R8SV76OS-3280XDAA},01-04-2010 14:33,STS0318,PC-9047,Logoff
{H8F3-Z1MG56DW-1307OLEB},01-04-2010 08:39,MDM0319,PC-2198,Logon
{M7U9-N1ES43YS-3253URLJ},01-04-2010 13:45,MDM0319,PC-5255,Logon
{P4U8-H0NH62XX-0653XJJY},01-04-2010 13:49,MDM0319,PC-5255,Logoff
{N5U4-H5FG07HW-9253ZWJL},01-04-2010 17:52,MDM0319,PC-2198,Logoff
{D7K5-N9DV35CZ-4260MMVK},01-04-2010 08:55,JQS0320,PC-1327,Logon
{A7Q6-F4GM41NB-1882EYPO},01-04-2010 18:33,JQS0320,PC-1327,Logoff
{A5D9-D7VK97TP-0793FIUJ},01-04-2010 07:50,DDT0321,PC-6162,Logon
{R9N9-Z3GM04ZJ-0948PUPG},01-04-2010 17:59,DDT0321,PC-6162,Logoff
{L2E5-U2OX99FW-2231PKWA},01-04-2010 07:51,LNV0322,PC-3790,Logon
{L9B1-A4TC74JC-4765QVHO},01-04-2010 18:30,LNV0322,PC-3790,Logoff
{X1F2-N4DD34AO-7480ILRM},01-04-2010 07:59,NCT0323,PC-4592,Logon
{P3D4-V2ML11FA-0401YHGB},01-04-2010 16:53,NCT0323,PC-4592,Logoff
{R7V0-I7GX11CR-5031CSDG},01-04-2010 08:34,EBW0324,PC-6053,Logon
{U9Q9-F4EP05CU-7980WUAQ},01-04-2010 18:32,EBW0324,PC-6053,Logoff
{I7X9-S3QW23NZ-5865XZCI},01-04-2010 08:17,LHH0325,PC-5967,Logon
{D4Q7-F4RQ17ED-2304TUIG},01-04-2010 16:16,LHH0325,PC-5967,Logoff
{F0Z0-J3KH10UZ-9008RQAQ},01-04-2010 07:46,EAA0326,PC-5408,Logon
{J1V9-K8IO22HH-4094WANK},01-04-2010 18:50,EAA0326,PC-5408,Logoff
{O8E5-T2XW02VY-7847OUVX},01-04-2010 08:27,ZHS0327,PC-0582,Logon
{K1Y1-V2QZ94YO-8702KKIT},01-04-2010 17:19,ZHS0327,PC-0582,Logoff
{W4T5-C1HK03JC-2168SPIB},01-04-2010 08:09,MCP0328,PC-6535,Logon
{Y4G0-F8TF56SQ-6391CUNT},01-04-2010 16:50,MCP0328,PC-6535,Logoff
{B4F2-I5NJ51BB-6365UEKC},01-04-2010 07:31,JHF0329,PC-6996,Logon
{F0O0-L9UE50QZ-3782JMNR},01-04-2010 11:25,JHF0329,PC-0190,Logon
{L5D3-V0EU76YL-5957RYWF},01-04-2010 11:42,JHF0329,PC-6996,Logon
{S8T0-K4VQ36EQ-1030UZJE},01-04-2010 12:22,JHF0329,PC-0190,Logoff
{V6W9-T9WY28UQ-8629PJIP},01-04-2010 17:38,JHF0329,PC-6996,Logoff
{Y2Z5-R9SD71MD-1136HYZP},01-04-2010 07:46,KKC0330,PC-4696,Logon
{S6D2-G5RG30MZ-0890ROKZ},01-04-2010 15:44,KKC0330,PC-4696,Logoff
{C1P2-Q9AT81XE-7314DFHD},01-04-2010 08:13,TED0331,PC-3129,Logon
{V3X2-X8GZ72RD-6704VPRM},01-04-2010 16:02,TED0331,PC-3129,Logoff
{Z3E1-H8MQ27PC-8095KQNP},01-04-2010 07:33,MLR0332,PC-1788,Logon
{Y8T1-H8SE88SV-4676SYBQ},01-04-2010 12:55,MLR0332,PC-1788,Logon
{F0V5-K5FQ08FC-1807UKGM},01-04-2010 16:26,MLR0332,PC-1788,Logoff
{W8M9-Z5ZD37BS-9703BGJC},01-04-2010 08:01,CIW0333,PC-0881,Logon
{T6F9-E7ZM74CA-3893TTXD},01-04-2010 18:21,CIW0333,PC-0881,Logoff
{Y2N8-N7XY19OM-9814YTYR},01-04-2010 08:05,KBM0334,PC-9402,Logon
{H7W2-Y4UC57VA-5293VOVV},01-04-2010 18:13,KBM0334,PC-9402,Logoff
{I4Q2-W7PR61PU-5517ILJZ},01-04-2010 08:24,WBW0335,PC-6491,Logon
{F4L9-S2FU29MQ-2243OHAR},01-04-2010 12:51,WBW0335,PC-6491,Logon
{L5N0-Z4SI08NS-1644TLZI},01-04-2010 19:21,WBW0335,PC-6491,Logoff
{F5G2-P2MK22CX-9132UZLK},01-04-2010 07:32,JHI0336,PC-2530,Logon
{H8F1-F4ZI62DD-9908QWTV},01-04-2010 16:36,JHI0336,PC-2530,Logoff
{Y2G1-E3HV07AV-0055VWUV},01-04-2010 08:33,LST0337,PC-4377,Logon
{W2P9-W5DP47WU-1839UWDS},01-04-2010 17:21,LST0337,PC-4377,Logoff
{V4Z1-G0PC41NF-3032WJCH},01-04-2010 08:31,XWA0338,PC-9244,Logon
{O7B5-K7EW02AO-8115GOHD},01-04-2010 18:45,XWA0338,PC-9244,Logoff
{G6M7-X2NZ59LE-5501LJBQ},01-04-2010 08:09,LEB0339,PC-1432,Logon
{D9H4-X4DU24ZI-0325QUNI},01-04-2010 12:12,LEB0339,PC-1432,Logon
{R8Q8-D3MM63DZ-4447LHTP},01-04-2010 18:01,LEB0339,PC-1432,Logoff
{Z1J0-E4WI32GW-4671ZGRY},01-04-2010 08:08,COH0340,PC-6579,Logon
{Z7E9-V3ME05QT-1504NQBW},01-04-2010 15:58,COH0340,PC-6579,Logoff
{P2T7-O2HY88VX-1999BNFS},01-04-2010 07:57,LFS0341,PC-3587,Logon
{K6G7-C1SA32CB-2079OKVA},01-04-2010 19:52,LFS0341,PC-3587,Logoff
{D7T9-O3TM58FO-5976VMIY},01-04-2010 08:30,LNM0342,PC-5665,Logon
{V3I1-K2TC67PB-5934EAQY},01-04-2010 17:35,LNM0342,PC-5665,Logoff
{M7H2-Z9CN26VK-2573TZLN},01-04-2010 08:15,KLS0343,PC-3184,Logon
{H9Z8-B7TA17XI-8220VXUT},01-04-2010 18:18,KLS0343,PC-3184,Logoff
{L1E1-E4QW60AN-9853RVYP},01-04-2010 07:46,HGH0344,PC-7732,Logon
{H1B5-Y8UZ51RS-7179YKQW},01-04-2010 15:51,HGH0344,PC-7732,Logoff
{K9Z0-G9TR91KB-0935ORIB},01-04-2010 07:12,KBS0345,PC-7423,Logon
{Q9R3-G7TT80SE-4685GIGR},01-04-2010 19:02,KBS0345,PC-7423,Logoff
{B8U5-M4GC51AQ-7331UOMH},01-04-2010 08:14,WMP0346,PC-8539,Logon
{O7B9-I1DF40LP-1011STVV},01-04-2010 17:09,WMP0346,PC-8539,Logoff
{D3Z9-I4FS95IA-7274UBTF},01-04-2010 08:10,SIP0347,PC-3430,Logon
{K0V7-P7KR63AE-0560RCWA},01-04-2010 18:03,SIP0347,PC-3430,Logoff
{F5O6-M6QX80KZ-0795LYZG},01-04-2010 06:59,DKO0348,PC-7331,Logon
{T3B8-I5PC56EG-0154VJCE},01-04-2010 09:17,DKO0348,PC-5168,Logon
{V9S2-L9CS34MB-5211AFUJ},01-04-2010 09:43,DKO0348,PC-5168,Logoff
{B5T6-Z3VQ31UN-1007BNGW},01-04-2010 11:13,DKO0348,PC-7331,Logon
{U2V1-O2GJ28WB-8808LPCY},01-04-2010 14:40,DKO0348,PC-7331,Logoff
{A0B2-U5DY74ZM-1138AOOG},01-04-2010 07:05,JRB0349,PC-5877,Logon
{F9S5-E0PB58FM-1050XKYO},01-04-2010 16:02,JRB0349,PC-5877,Logoff
{Q7J9-B0SU67AV-9652YZCC},01-04-2010 07:49,KSR0350,PC-8343,Logon
{G6M9-D6BI83TP-3917WSUM},01-04-2010 16:48,KSR0350,PC-8343,Logoff
{D7Z6-W5JL91CE-1936UPSZ},01-04-2010 08:36,TWL0351,PC-0609,Logon
{I4T9-S8OW41TI-2002NHAO},01-04-2010 13:44,TWL0351,PC-0609,Logon
{X0F0-X1YU15CI-4455GEXU},01-04-2010 18:32,TWL0351,PC-0609,Logoff
{H8Q9-Y2UQ08NL-6342GJQG},01-04-2010 08:50,GCJ0352,PC-4607,Logon
{U5Z6-X6XF41LC-6902IONZ},01-04-2010 13:05,GCJ0352,PC-4607,Logon
{A1L2-Z3QE27QI-1368LNGW},01-04-2010 19:02,GCJ0352,PC-4607,Logoff
{P6O6-N7JT87TY-9603WLGO},01-05-2010 02:51,GCJ0352,PC-4607,Logon
{B5X0-M8QA25EX-3832YCTN},01-05-2010 06:15,GCJ0352,PC-4607,Logoff
{V3L9-B1TV56KT-7838IAXN},01-04-2010 07:49,BOB0353,PC-9026,Logon
{E2G0-R8CY75CB-7008LLJM},01-04-2010 16:10,BOB0353,PC-9026,Logoff
{V3S3-N8ON98EW-5120PUZJ},01-04-2010 07:09,SGR0354,PC-4227,Logon
{P5V4-D7SD88VP-8650FCYT},01-04-2010 12:54,SGR0354,PC-4227,Logon
{I2S8-B9WH06JA-2748POZE},01-04-2010 16:05,SGR0354,PC-4227,Logoff
{O8T2-N7XB00SY-2370HQYE},01-04-2010 08:00,CMH0355,PC-8063,Logon
{U8F9-Z1AE96UN-2599XDCO},01-04-2010 17:28,CMH0355,PC-8063,Logoff
{Q1L9-L5JJ99BK-4326AQTW},01-04-2010 08:12,DGP0356,PC-6290,Logon
{G1W1-M6XI99LF-1716XHKT},01-04-2010 17:57,DGP0356,PC-6290,Logoff
{P4Z5-T0ZX60CE-1760UGRQ},01-04-2010 07:50,THA0357,PC-3686,Logon
{T8X0-D1DF06YF-3758DCZZ},01-04-2010 18:52,THA0357,PC-3686,Logoff
{U9H2-Q5IN55DG-3476XPGY},01-04-2010 08:03,KTB0358,PC-0102,Logon
{C8F7-F2EU68FA-5900ZFUL},01-04-2010 14:34,KTB0358,PC-4657,Logon
{W2Q8-M1RF65FQ-9715PRMG},01-04-2010 15:24,KTB0358,PC-4657,Logoff
{M4O6-T5AG70BA-6387XQDT},01-04-2010 16:07,KTB0358,PC-0102,Logoff
{Y7M4-X6AD67AV-0423WNJO},01-04-2010 09:06,SPC0359,PC-1942,Logon
{W3P3-F6QE96LN-4437EKZB},01-04-2010 21:14,SPC0359,PC-1942,Logoff
{M6I4-X4QM25FI-5834DNJM},01-04-2010 07:55,LEH0360,PC-2567,Logon
{H5X5-U3HR97QH-4251GEJY},01-04-2010 16:31,LEH0360,PC-2567,Logoff
{R0N0-N8MR65EF-6722SBLY},01-04-2010 08:27,ILJ0361,PC-0664,Logon
{P5G4-A2UV25KI-6761STNT},01-04-2010 18:25,ILJ0361,PC-0664,Logoff
{B3N3-S0HD13MT-1404UYWH},01-04-2010 07:53,SSM0362,PC-9352,Logon
{C4Q8-X5VC95PZ-5170PIAY},01-04-2010 16:07,SSM0362,PC-9352,Logoff
{Z3Q7-V6JM63HU-7338PIOS},01-04-2010 08:39,SMS0363,PC-9287,Logon
{L6W1-T2OG57OS-7962BMXC},01-04-2010 17:21,SMS0363,PC-9287,Logoff
{Y9V5-Z9OF97FK-0791WPGK},01-04-2010 07:52,HWB0364,PC-6596,Logon
{L5B1-U7VC19XC-7463OPRA},01-04-2010 19:51,HWB0364,PC-6596,Logoff
{K0Z0-S5SH93GZ-0520XUPB},01-04-2010 08:12,ABR0365,PC-7268,Logon
{Z2E7-C9SM93FP-3536CVOV},01-04-2010 17:03,ABR0365,PC-7268,Logoff
{H7O6-S2WL32NT-5700IWCR},01-04-2010 07:36,CWH0366,PC-1760,Logon
{O8C3-I1OQ51RU-2471ZTZK},01-04-2010 12:26,CWH0366,PC-1760,Logon
{P4M2-A8QC85XI-0729VEUF},01-04-2010 14:18,CWH0366,PC-1760,Logoff
{N4Z2-J2VA92OX-5603GJBI},01-04-2010 09:42,ECG0367,PC-4887,Logon
{E6D5-S2OD66MG-5785VOEV},01-04-2010 19:38,ECG0367,PC-4887,Logoff
{O8N5-U0XJ33KV-6756KZKJ},01-04-2010 08:07,TCM0368,PC-1612,Logon
{L4E5-E8OE80XN-6431IJUD},01-04-2010 15:58,TCM0368,PC-1612,Logoff
{O6I1-K4FZ76KJ-4333PXKB},01-04-2010 08:26,MMJ0369,PC-5831,Logon
{U3U6-K4PI54YS-5340MZLS},01-04-2010 17:37,MMJ0369,PC-5831,Logoff
{Y1I0-V0DP44KG-1388ZLZX},01-04-2010 08:51,KDM0370,PC-9693,Logon
{R1Y7-Y6IN73NJ-8287QYNO},01-04-2010 17:58,KDM0370,PC-9693,Logoff
{E0U1-L8PH16YA-5182NYMI},01-04-2010 07:42,JIR0371,PC-1147,Logon
{I0M1-P1TG61BP-9881CIWB},01-04-2010 18:48,JIR0371,PC-1147,Logoff
{X8G4-M6HS39DB-2323BCNO},01-04-2010 08:01,CCS0372,PC-8905,Logon
{B2O7-E9AV42CA-1876TJSV},01-04-2010 16:20,CCS0372,PC-8905,Logoff
{K8K0-V3DP07AO-0272QQBU},01-04-2010 08:14,DHH0373,PC-3226,Logon
{L9F1-H5OH90AY-0991LNPH},01-04-2010 17:08,DHH0373,PC-3226,Logoff
{Q6C0-S9WI18BC-0974WLLA},01-04-2010 07:28,KJS0374,PC-0977,Logon
{U3J4-O2EK16OB-4761AGDL},01-04-2010 16:29,KJS0374,PC-0977,Logoff
{B3G3-K5HL68KN-9130LRFW},01-04-2010 07:48,YJR0375,PC-5535,Logon
{I0Q7-L0UO94LZ-1655DTBB},01-04-2010 17:46,YJR0375,PC-5535,Logoff
{L0O9-F9DQ78EC-7999UPSC},01-04-2010 08:39,LOA0376,PC-4016,Logon
{U6L4-T2KU66MS-0067HMLG},01-04-2010 12:39,LOA0376,PC-4016,Logon
{F8J4-G2IO32DF-3263PNKR},01-04-2010 18:36,LOA0376,PC-4016,Logoff
{K9Z9-P2GP14ZQ-6433BECV},01-04-2010 06:31,KRH0377,PC-6923,Logon
{B2F3-N6XZ98OM-4583HTCR},01-04-2010 11:39,KRH0377,PC-6923,Logon
{I4X0-M4TP47TK-4509SSFN},01-04-2010 17:38,KRH0377,PC-6923,Logoff
{T2B7-B8RN35UO-0400OXLM},01-04-2010 08:01,MMB0378,PC-3703,Logon
{M4Y0-Y4PK28YU-4351DGUK},01-04-2010 15:46,MMB0378,PC-3703,Logoff
{B0J0-M9YO23BU-3957YPKQ},01-04-2010 08:37,PYH0379,PC-9437,Logon
{B9T5-C4EY27FZ-2841CIZJ},01-04-2010 17:44,PYH0379,PC-9437,Logoff
{X3B0-W5WE73SN-1841QGCL},01-04-2010 08:20,ECA0380,PC-0324,Logon
{E7N7-Y6QM21BS-5422YISJ},01-04-2010 18:03,ECA0380,PC-0324,Logoff
{I0M4-W4UD56QM-9406BWCZ},01-04-2010 08:35,CUP0381,PC-4276,Logon
{T8S6-S2LS73PZ-9790AQXK},01-04-2010 16:26,CUP0381,PC-4276,Logoff
{V6X3-B1GS82XM-1256GVJL},01-04-2010 07:53,LTG0382,PC-4180,Logon
{J5Z4-Z0WH68LD-3764KYIE},01-04-2010 16:55,LTG0382,PC-4180,Logoff
{D2I8-D4BJ51ES-1455AYXM},01-04-2010 08:30,NAW0383,PC-5856,Logon
{Z3P1-B7DX88UI-3721IVTO},01-04-2010 20:51,NAW0383,PC-5856,Logoff
{H6R9-R3VI64RZ-3784GRBG},01-04-2010 09:26,PDM0384,PC-3906,Logon
{T0K4-T1GY97FQ-1935YXPV},01-04-2010 09:35,PDM0384,PC-1261,Logon
{O9A5-Q9TM93HE-2116JZVQ},01-04-2010 10:18,PDM0384,PC-1261,Logoff
{X8A7-I2DY93XG-5415QEWH},01-04-2010 18:17,PDM0384,PC-3906,Logoff
{Y1V6-N2GI08LZ-5477FSHP},01-04-2010 07:38,FLL0385,PC-1062,Logon
{M0X3-J0BI90OH-4650MUMM},01-04-2010 13:16,FLL0385,PC-1062,Logon
{Y7I6-D6VM74MF-5941MGUW},01-04-2010 14:24,FLL0385,PC-1062,Logoff
{N0M1-Q0DM87UQ-4395NDOX},01-04-2010 00:04,SBH0386,PC-8063,Logon
{P3D0-C3WA08LE-5518NWNY},01-04-2010 00:16,SBH0386,PC-8063,Logoff
{K0Y3-Y8UN78TA-9142UXDK},01-04-2010 03:20,SBH0386,PC-0263,Logon
{D2U2-L4TN26AB-5603AWFZ},01-04-2010 03:33,SBH0386,PC-0263,Logoff
{Y1F2-R7PC46UO-8563LUNY},01-04-2010 06:23,SBH0386,PC-4455,Logon
{D1P5-B3JO85LR-2932XXAH},01-04-2010 06:37,SBH0386,PC-4455,Logoff
{B9R6-P8JH45YH-3145XZZS},01-04-2010 08:12,SBH0386,PC-9308,Logon
{B9U2-T7MW74TC-3445LLSX},01-04-2010 10:30,SBH0386,PC-4311,Logon
{F7C7-W9VW56PY-5143HXVF},01-04-2010 10:38,SBH0386,PC-4311,Logoff
{E1H4-V7OX98IZ-5943VWON},01-04-2010 11:45,SBH0386,PC-2831,Logon
{E8S6-Y5YP92SE-0958WVDE},01-04-2010 11:50,SBH0386,PC-2831,Logoff
{D3K7-V6WX93PO-4080MNVZ},01-04-2010 12:17,SBH0386,PC-7000,Logon
{B1H0-M0HE41JC-3575CEZG},01-04-2010 12:26,SBH0386,PC-7000,Logoff
{I5L6-I3AY76CB-2345UQHA},01-04-2010 16:45,SBH0386,PC-4440,Logon
{B1U7-B8CS84PO-1032SSOZ},01-04-2010 16:57,SBH0386,PC-4440,Logoff
{K5Z7-P3BJ35JM-6839KKXF},01-04-2010 18:27,SBH0386,PC-6052,Logon
{Z4L2-A2AG92VU-5626XEVX},01-04-2010 18:36,SBH0386,PC-6052,Logoff
{T7Q3-W5BQ47VF-4800OLLR},01-04-2010 18:53,SBH0386,PC-9308,Logoff
{L3C4-H9RL02YY-4058COUS},01-04-2010 21:14,SBH0386,PC-9325,Logon
{U1Z0-F2GO30BO-6964LCUA},01-04-2010 21:24,SBH0386,PC-9325,Logoff
{B8W2-Q7NG65AF-2792HUTZ},01-04-2010 23:17,SBH0386,PC-7197,Logon
{C3L2-L2JX72FF-7283FVBC},01-04-2010 23:25,SBH0386,PC-7197,Logoff
{R0U2-A2BV04KL-0190LHKG},01-04-2010 08:02,DJC0387,PC-2268,Logon
{U9Z0-E9PH21SL-8384KKWM},01-04-2010 17:09,DJC0387,PC-2268,Logoff
{O9R4-O8PJ55DT-4144ZIDW},01-04-2010 08:10,XUD0388,PC-0565,Logon
{A9Y1-R8YT35PE-7612WFOG},01-04-2010 17:11,XUD0388,PC-0565,Logoff
{Q5Q2-W4UU47OS-1048YAWE},01-04-2010 08:16,CAC0389,PC-1761,Logon
{Z9L6-W1DA65ZS-1500ITYX},01-04-2010 18:24,CAC0389,PC-1761,Logoff
{I6N7-J3OP02FU-1564CASF},01-04-2010 07:26,JTD0390,PC-5848,Logon
{Z1L5-Q3IK57BZ-2295VSMS},01-04-2010 18:28,JTD0390,PC-5848,Logoff
{O9Q9-F4ZF18TK-3899RNDB},01-04-2010 07:37,ARK0391,PC-4436,Logon
{D5E2-W3YM41VH-4624KHUQ},01-04-2010 15:50,ARK0391,PC-4436,Logoff
{W1C9-T3EW53RN-8154RRPL},01-04-2010 07:17,IKD0392,PC-7845,Logon
{X2Q8-U2GL85XZ-7536COAV},01-04-2010 16:40,IKD0392,PC-7845,Logoff
{J9P2-S9YI54DD-7690GGGR},01-04-2010 08:25,LNL0393,PC-1635,Logon
{D3W2-X0JT62ZB-1923GKHZ},01-04-2010 17:04,LNL0393,PC-1635,Logoff
{Z2U3-Z4TF61LV-1091ZAAB},01-04-2010 08:48,EGH0394,PC-4163,Logon
{F9E5-R1LG01ND-8656YCRE},01-04-2010 19:14,EGH0394,PC-4163,Logoff
{Y0A0-O3RY42WZ-8441SNKJ},01-04-2010 08:19,NPM0395,PC-3460,Logon
{B0F6-H9WI42LM-5823PVJX},01-04-2010 19:03,NPM0395,PC-3460,Logoff
{M4B7-H4DG25FS-0114RGAH},01-04-2010 08:56,BCR0396,PC-6225,Logon
{D5C2-V8MJ00PJ-8197MHUG},01-04-2010 16:49,BCR0396,PC-6225,Logoff
{E0S3-G5PS50BU-6206YEIJ},01-04-2010 07:21,HHW0397,PC-0889,Logon
{O9Z0-D0JU17HS-5800WJUZ},01-04-2010 11:22,HHW0397,PC-0889,Logon
{W0U1-W2IL30ZT-4364PFOW},01-04-2010 16:15,HHW0397,PC-0889,Logoff
{V3W3-Z9GH48CA-6542QRUP},01-04-2010 08:16,YJW0398,PC-8975,Logon
{Y7K4-I2IG14II-1405MAMO},01-04-2010 18:22,YJW0398,PC-8975,Logoff
{P9I3-P7JI16YR-8307RXVI},01-04-2010 07:41,BBG0399,PC-9429,Logon
{Q4S7-O5WG30DR-0690PQAG},01-04-2010 13:20,BBG0399,PC-9429,Logon
{Z1Z8-D7WZ40DN-7250KUFK},01-04-2010 14:27,BBG0399,PC-9429,Logoff
{D8R3-O6FX05IF-9684LSPL},01-04-2010 07:35,JJC0400,PC-4292,Logon
{R9I2-D1TR31OZ-4042RNSF},01-04-2010 16:19,JJC0400,PC-4292,Logoff
{U9Y0-K5DQ45HL-2272OLIK},01-04-2010 09:00,KJD0401,PC-8603,Logon
{C2X5-Y6ED24FV-0383VPZD},01-04-2010 11:49,KJD0401,PC-2369,Logon
{W4G9-Z4PD55HL-0780JOSL},01-04-2010 12:11,KJD0401,PC-2369,Logoff
{Y5J7-T7KE80RI-9709GJFG},01-04-2010 13:54,KJD0401,PC-8603,Logon
{N9G5-J2CD60GG-2705PFAE},01-04-2010 17:52,KJD0401,PC-8603,Logoff
{X0S7-N7MY04WC-7945ICYS},01-04-2010 06:58,MVK0402,PC-5070,Logon
{X8Y9-J7YW74TH-5410KPYW},01-04-2010 16:38,MVK0402,PC-5070,Logoff
{A1L5-N6JN56RY-1059IPIG},01-04-2010 08:14,NKS0403,PC-1608,Logon
{M9D5-Y2FF20MK-4501WYLV},01-04-2010 14:11,NKS0403,PC-1608,Logon
{O6N2-G9FH54UJ-4493DHVE},01-04-2010 15:46,NKS0403,PC-1608,Logoff
{J6M3-F8ZA58ZC-4257YRVE},01-04-2010 07:53,KLP0404,PC-6710,Logon
{G0M3-G8LA94QD-2431TDVX},01-04-2010 18:59,KLP0404,PC-6710,Logoff
{J7J9-T8EF91DK-5939QNEX},01-04-2010 07:36,VGS0405,PC-9473,Logon
{F1M2-G6BN04NZ-7297UXFD},01-04-2010 16:40,VGS0405,PC-9473,Logoff
{A7X9-U1XY44PB-6466DHOP},01-04-2010 08:07,RLM0406,PC-0329,Logon
{W0T3-Y2CN91ET-6007NKCY},01-04-2010 13:46,RLM0406,PC-0329,Logon
{X0H8-O4MR24DJ-9021EWYD},01-04-2010 17:28,RLM0406,PC-0329,Logoff
{W2N9-J6PA66LX-7790KMTP},01-04-2010 08:11,AAS0407,PC-3094,Logon
{I6N0-K5AP29ZZ-6559CYJI},01-04-2010 13:29,AAS0407,PC-3094,Logon
{D4H1-H4SF86UZ-4108KFSQ},01-04-2010 18:10,AAS0407,PC-3094,Logoff
{O0Z4-T4ST19RW-1570KXUJ},01-04-2010 07:32,SPO0408,PC-7248,Logon
{E9P6-I9RA54WJ-0618ZQNS},01-04-2010 18:41,SPO0408,PC-7248,Logoff
{U5S7-O8RM46RI-6703GBFS},01-04-2010 08:58,ERM0409,PC-1519,Logon
{D3D0-H8MM32EV-1088XQEC},01-04-2010 15:02,ERM0409,PC-4956,Logon
{C1X7-S5PO92CP-4386CVUJ},01-04-2010 15:09,ERM0409,PC-4956,Logoff
{B0D3-Y7FN88VH-4056UOTT},01-04-2010 16:50,ERM0409,PC-1519,Logoff
{L0U6-O4KC19PK-4365RMGF},01-04-2010 06:49,GRK0410,PC-4684,Logon
{O8R8-T7UX99TR-6961FMFD},01-04-2010 11:37,GRK0410,PC-4684,Logon
{K9C1-I6AF54RX-2798FCZX},01-04-2010 15:53,GRK0410,PC-4684,Logoff
{N9M1-H4CS95MS-2217GYQM},01-04-2010 08:14,HTD0411,PC-3207,Logon
{E9R7-N9NN05KS-7645CELF},01-04-2010 18:06,HTD0411,PC-3207,Logoff
{Q2M3-M1GE40RL-1159ZBCY},01-04-2010 07:19,RRB0412,PC-9445,Logon
{B8G2-J3KZ43DK-8348OECS},01-04-2010 12:02,RRB0412,PC-9445,Logon
{I7D0-S9GN30RL-7296YOUM},01-04-2010 17:10,RRB0412,PC-9445,Logoff
{U7H7-N1XO00FE-4124XMZB},01-04-2010 08:41,JCH0413,PC-3889,Logon
{D0Y3-M8AS61GG-7712OXOP},01-04-2010 19:29,JCH0413,PC-3889,Logoff
{I1W3-M2YJ12JZ-9513IVIH},01-04-2010 06:17,BTC0414,PC-1953,Logon
{M4K3-A3NX79LW-0416HMHA},01-04-2010 15:42,BTC0414,PC-1953,Logoff
{P0T1-Y2PQ06FM-9870KEJY},01-04-2010 07:45,SAF0415,PC-0167,Logon
{A9T9-S6DQ62WD-5953RZNC},01-04-2010 17:45,SAF0415,PC-0167,Logoff
{X4V1-F0UR17XN-6167HABY},01-04-2010 07:53,SLR0416,PC-7643,Logon
{F2B3-P6BI64EL-9103KIAA},01-04-2010 15:57,SLR0416,PC-7643,Logoff
{K5U6-M3SG72NH-4308BYSL},01-04-2010 08:01,BGH0417,PC-9534,Logon
{X6O0-I0NO33ET-3925UHMM},01-04-2010 20:12,BGH0417,PC-9534,Logoff
{H7G4-I0KC82QK-1783WJYH},01-04-2010 07:51,IIR0418,PC-4046,Logon
{K2K1-K4JT59WZ-5097XNEW},01-04-2010 17:06,IIR0418,PC-4046,Logoff
{D0N8-G5PA12BW-2864YEJO},01-04-2010 07:25,RKS0419,PC-6389,Logon
{D8O4-F2SK14VC-7681OAUG},01-04-2010 13:09,RKS0419,PC-6389,Logon
{J6O3-I0PE79WU-0034PLRK},01-04-2010 16:33,RKS0419,PC-6389,Logoff
{I2U2-Q2BO64JX-0855GZAM},01-04-2010 08:34,AKL0420,PC-0965,Logon
{S9O4-H6UY48RX-2734DBFB},01-04-2010 18:32,AKL0420,PC-0965,Logoff
